saleCode,storeCode,customerUUID,salesPersonUUID,date
NzeI,JOR8bs,BfB8PBcI-vVZg-ZGcX-iY2j-8f5sGOrlCG8F,4BANmYAm-K1gP-kiHM-MbtL-lIpmyXVtAlQd,
toFT,DSo4AV,FgKmwgJu-WWkf-Artj-HBLI-rDMiZVBjvEzy,,2023-01-26
IULt,gFkyev,ia4YGDcu-mKWm-NJUo-orNM-IONHDJp0nv1U,YyrazmzS-sZow-HKkQ-hGbf-sXF8mLNit7B1,2023-09-06
ZFCw,QKuiBr,JkVgMXCz-6MyT-1WZB-6sLM-eYemTcVe9qON,MerI4tMq-wnjK-nDu2-OXlt-MFGMFvREqZtS,2022-07-16
CUHF,58Th35,xwPOVMKw-Xwtl-91Cs-7aLI-yc9oPqfjNM7U,iwevIlsd-rlOi-fFvU-VsuP-kp1jnu25Kh1P,2023-04-04
vPH6,zcq8uE,qEbE5IEd-yzdD-yrHA-SYZA-dJBAwcHcYPOG,j5kpVYFF-TdUV-NSJD-Zb75-fJgPgSizQIIy,2022-03-20
5aqQ,k6NHp9,UDoyrcnV-jgT7-QdhM-Wf55-h2NgZd5BmHK3,w3fn29MF-9RAy-IrQD-pAUe-VmyuwEOSEd37,2024-02-18
PAdM,70L9vl,OK03wKDJ-rqHi-Zolo-FKTa-YPryynSZylyF,,2023-01-14
h0dX,,RuvFnAPE-wO6Q-WvEf-R64w-rCKtgsPhenwY,,2021-09-05
cD3b,,uI1lqnJ0-03K2-8q7b-xHnJ-DtbLAQLFXnUf,Hk7Q2Trg-NJzY-XYxV-vfx4-L4xRS0nv8EO7,2022-08-15
bIIg,,cGSZaGVz-X8i6-YHXO-zw5Y-XvfzQRVfEXn9,,2023-01-03
GUiz,t4QGUa,lEOIbnNy-rLyR-UpLn-vMbS-pfjFxiroVImN,XLnXoGNK-Fv0z-Q7n3-2gTF-CItFrc7ULJO2,2022-07-01
0kMz,CctWs1,np6OHLwM-hKCJ-5TSs-jkVB-N3UwYTkZA5WJ,WSepZf3U-nEqG-4ngU-OQCC-6JfTTdJ682q4,
,,WQv4CzJc-iwC0-QF1Q-6bV0-WPMXICt0U1nE,xpxVb6AH-S1iY-advf-YqP6-Xp5T2hsf4WwG,2022-12-30
MFOK,R80HYR,,jjaMJLxz-pXXU-Qboh-bs40-6fxZIRrQuUNI,
jfHB,,P3ujFZGx-ArSD-TOOd-AfZO-IGH8agbnzz4Y,,
PqjX,iDtfKt,pZYJ0uIi-fAJz-6wab-MfbA-KGB7gvyrFbER,xJ47ndA9-kuxo-Wi4h-We7a-DoCL1bKl8XSF,2024-02-04
,,,N63vtquc-SEBb-1lHr-UXXN-5iLZXvk1TRNd,
fmPi,j0n6Ga,kzQuyu2F-2YGQ-QbfI-a5RL-o87uixtMIhrt,,2022-07-09
2cPp,xdqySa,,VkLNocEQ-cyhC-rHfk-sFEk-eOoHn7Hjo9pr,2022-08-20
yAjD,,bfJi6jLU-WPZ4-IJ2i-uBFN-dy2uvwurp3y2,Q4r2Ga0I-tG6X-F1sr-ek0H-YzxrVq0XIBFB,2023-09-08
831S,,6YsiEGTJ-MDBM-09nA-RidW-USec2d5CSP3I,,
3k7r,LH2KTS,srcGIknL-Lv3j-3ER4-XJi8-hKRQ5LhkO0js,7qxfbQ5q-vkUn-cJvb-D4KH-CtsWfnk2VK0q,2022-01-14
wlnU,,,bxLxBnQe-Iisf-pJOf-nklU-0rwRZVNjKON4,2023-07-24
e70o,ipPNGd,I0EYaDAx-TwcY-ymCZ-J0Ws-DeI91kArVb1Z,1pr9YM3G-8skK-VcyW-H2TE-j1Is9VABkvwc,2023-08-17
D9lh,8N16DP,5gCOHyCH-pNXW-htlS-Kz9M-jwZ2aw2OGBU2,3cMTE9gQ-f31S-ZE4e-5B1y-fgPPRRdO7MDI,2022-01-29
M0L7,yxobLz,ClVPli94-v2Vg-WSNs-EtjY-SnywSMacZnzP,6tgKLw8d-Wz2U-Uw2p-ePjt-nmEuhzaY5wUp,2022-11-17
TN9P,xUe3R3,,,
,,jbXsPUHw-bnxe-0Rnc-P5z3-7LxptoIHAI3W,z7KzORGS-feTy-5dpQ-Qql8-xjtFGji0N9bu,2023-03-24
UyFN,hZISUt,,otz12p0e-iJV6-aab1-GRit-zGxAmRW8a3Sz,2023-06-26
H2Mn,WJhStb,,omvsfZPA-SLB8-hLhI-7oZB-bdBkOHS23mVc,2023-03-28
tsx0,aZ7ffE,gPZzr2Y2-xTpP-F2de-WCwh-7aDx4SsXtcbu,2Ht2ALBN-vv67-k2BJ-RbzF-FOkDJvvHR5fv,
,RBILbR,0matZ796-HBJg-spvc-DqQv-KQD8d00mAJq8,,2023-10-30
w3eg,t9o3SP,GElDj3ZU-gT5p-1CZw-6itt-r3YQRTSsDfTF,Xzdao93z-cFSk-Wyfn-cTOA-QPEj0OMcLfcK,2022-12-14
rEg2,mhomIC,3UuZAVSi-gcyw-Q3eq-XgES-y0uOwZNcEepB,,2021-10-17
f8Mi,,,hspXTR9S-mWy3-AGIi-F1LR-Bxzs2W4NT7ZA,2024-01-01
ETx0,XTQySe,SdEAKhwB-uyeM-fpDw-DeJ8-Wm0LEF8EXL5B,cwM81uVH-kpGM-zfQN-no21-uy1WYNxmgELz,2023-11-22
knJ2,AFjTdk,DIWqqyJP-TCt4-OuKl-7yuO-BeNqxkVsOoPC,1QmqrkzA-7jeS-XDY5-4xRa-wCJOdo1R3EFC,
bbLL,JRGoil,5yvezTPS-sRc3-SZEh-Ub39-lFTK0uNRFZrt,VV5YKvk0-ie09-xlJB-UWdZ-dnijUdvx2ajK,2024-02-04
ckRP,,eVZcMbyc-WYHt-7zBh-7MZn-hUoAQkR5qNPk,Rg5jjI7l-yXWW-qBaX-YQSb-b6U4HiBVmfvL,2022-07-12
YsX8,pCtzbI,Wj6iqlGf-Fm0a-fT0V-7i8I-AoFj8uyYOJxx,bkjPIOJA-AgZF-7TpH-rfbV-T3a6TDsDxHnT,
6PlC,,DEAlPfv4-S5F3-iAsT-ekxc-AP1adCt6TBuL,oJR1q9H3-rVJr-gJlx-tDcg-v8W4Hef9dJHb,2023-07-05
,bXe3Pz,Cp0h0tSs-Ti5A-UaR4-gvBI-d9PXIPSw707w,ip3wCHPj-nm4s-5lXc-w2rz-QLclKhlWJ9UH,2021-11-06
,QKykZf,u6rEoeHI-d7il-26ba-0KR4-PMu8w3WfBUgG,y8EEUNEo-TF8s-1AeE-ZnSQ-oJzIL0Q1fAf1,
kP8y,,VSG4zhtq-Tqi0-PCIB-4j8b-ryIGDJTjoRYD,,
cbOa,IA0fJi,zJC40A3z-oPRa-9Zqi-vqG9-5GWpF5ZMd9Sp,LVYmGp2Q-JLX2-Ij6A-zQIc-qO1YQvC6u05x,2022-01-02
tWfc,MlhUh8,xM7lZkW6-tSX9-Tw03-n3zr-GJRLE6nMdXrk,,2022-06-07
0GRz,n7uVMb,Yz8VpOG4-5x79-Nx7e-YGBr-sr1Oo4BgOMCm,RWeZFs9f-l82I-8b4o-xCfE-zasRYMBwcSMG,2022-02-06
875K,uKHC5C,,Pi05buzk-jbOI-kQUO-MMX1-CS27fCQXomVs,2022-08-06
jOUk,E8IkX9,kUovPOal-h3FH-8c0q-k5li-yppML3urYY9O,Qoa56YnZ-kh5I-iF4L-pVjW-jqhYJPJAaY8P,2023-04-06
L0ZU,lm4g3k,jTlB83GT-7FFS-fLkV-PyVv-yY1Va5vRx6m7,y4r8hEUB-eTbg-Sp50-Kjjx-UoLbwHto3zOt,
,eAkVhV,g4q6E49J-RcFB-snjp-oKYa-UyjfPZHWhhfB,hWg5UBLW-sras-qcFa-qZSB-ik4agvdxLCU2,
nx6j,uY1Zzw,plMXNzGV-ryKP-wo3T-d7wJ-UZhFxoUzGNs6,PcN1HafF-MaPk-9meW-fddz-RAYuTXilWN2p,2022-04-27
,umT22K,3VhBkfJ3-9RmG-hafm-2zw6-ZQPq52eqlHPs,9rkXWCPy-F917-g3na-cCiG-3HodjGrn8plw,2023-09-13
,kSY0DH,,pUlxOrol-DJBO-LFBh-2c5q-45mvh3UMtuEO,2022-03-27
Fght,GdhnHs,VItKIzMH-9VlS-yhOf-WaHQ-6JrFopas9bKS,DfU7tbfE-eP3A-Ebzj-agyO-FWmLs20FbGZA,2022-11-24
aRwY,CrNIIx,ySi3BxI0-yydJ-qRIB-n5eZ-D5rgPKjQsfkN,zUxFmMiM-lX77-5Q7x-sEJw-1sI5A0NwRTO5,2022-04-03
yiNQ,PvPhgj,mpsmsULI-IF42-Ly2U-hbfB-aLDePj09cyvb,WrsG9QfU-h38y-o3BD-au2M-PB76X2C6Zjbt,
,UogPwa,,,
dW9u,0C8Zop,Q5o4OILW-8h16-M5UW-UAQs-yPxSbAkjIcp3,PQTLZXuI-vFWD-WmTp-4vAX-o9AYeaL2XcxU,2022-01-26
hcF9,gUErk6,XUqgaI4w-xVoU-Hr5j-4M74-EqLGgdNWYuOs,EWZOyGbe-0xDq-4mLi-RFC4-ke1zIKXaXtv0,
kz9b,,,6B6isUNH-EcKb-DXUc-Se4S-qGDsqJvSP7yn,2023-07-10
,7pJxAg,7mpy2MmX-8JsY-gsd0-CAbq-9hreNgqmcfAS,43kmmIi5-tacC-zbFe-Ou2K-ApKrVtnqAef1,2021-10-17
9iup,,duKOf2CK-3ITq-XwQK-2csQ-EGpyo2LJZTXv,,
p8k7,sBLRfT,MM8rwJL8-fc5k-loz7-tTX5-XGzF0IJeh7Ba,,
,EOl8r5,DC5fdwUN-cHBh-QRpF-RHPd-QslCZyluX1FL,,2022-05-19
